#name 	 time 	 x 	 y 	 z 	 vx 	 vy 	 vz 
31 0.00000 159.91954 365.60511 907.84303 -2.38172 -1.09945 1.84763
32 0.00000 -401.33345 -360.89279 -398.09658 2.20556 1.74064 1.26673
33 0.00000 76.48817 -183.03724 -575.25737 -2.11930 -1.05033 -2.40109
34 0.00000 -517.50420 -230.76167 -90.18623 -0.63009 -0.29906 -1.91052
35 0.00000 610.85969 -670.21472 -434.94013 -1.63657 2.17921 0.90477
36 0.00000 -732.60652 -490.47755 -201.11025 -0.65382 1.13181 -1.11081
37 0.00000 387.13821 0.70938 -763.18892 -1.74348 0.90723 1.10333
38 0.00000 959.29388 393.55822 114.42014 0.90411 2.27676 0.49104
39 0.00000 540.90779 827.19497 317.91730 0.85487 0.39093 2.26520
40 0.00000 -674.15308 -329.88603 903.64941 -1.95169 0.59651 2.28408
41 0.00000 970.48619 -858.52450 4.66078 0.90361 0.26660 0.43503
42 0.00000 383.24112 -74.70418 148.50859 -2.13555 0.69133 -0.56121
43 0.00000 -558.07957 -995.53640 -8.68645 -1.54342 -2.38867 2.01795
44 0.00000 477.25635 -110.93822 -164.59551 1.30431 -0.31123 -1.54509
45 0.00000 154.22592 -734.62331 -364.35131 -0.06542 2.19546 2.16973
46 0.00000 -852.67973 224.87259 29.49745 0.62332 -1.84677 0.72605
47 0.00000 -731.70290 305.85194 -469.57998 -0.59097 0.45108 0.84852
48 0.00000 108.66496 -960.99048 -631.30608 2.45590 0.36839 0.68881
49 0.00000 189.71520 30.48938 -338.61298 -0.51629 1.91983 1.35743
50 0.00000 198.15076 -950.54674 -975.48242 0.99226 -1.17004 1.18350
51 0.00000 999.94524 499.58463 -30.08882 1.61850 0.61389 2.01256
52 0.00000 -886.98974 478.15478 -247.64756 -2.31600 1.38099 1.68677
53 0.00000 -309.83614 -836.31470 -554.75691 -1.73762 -0.49411 0.15806
54 0.00000 623.41320 -918.44487 -764.22198 0.37595 1.66181 -1.47679
55 0.00000 -522.55645 993.85740 -482.81881 1.96028 1.73430 -0.96708
56 0.00000 -933.27502 412.84100 -612.76878 0.04489 -2.39227 0.86366
57 0.00000 627.12489 614.56810 -36.94631 0.18760 1.40424 -0.82076
58 0.00000 398.51874 -148.28940 650.48133 2.22807 0.27421 1.05248
59 0.00000 -243.27927 296.67746 -908.65457 -1.72261 1.92677 1.10783
60 0.00000 923.33440 -139.39823 -735.93729 -0.30334 -0.16406 -0.44958
61 0.00000 -445.60658 -442.98088 909.24161 1.52179 2.34255 2.49861
62 0.00000 894.32057 -502.89772 -986.59003 -0.27636 0.87024 -0.01760
63 0.00000 -957.98150 663.52644 -782.90830 -2.03424 1.95103 -0.27027
64 0.00000 813.81354 108.07964 518.86870 1.57776 0.16484 -2.22432
65 0.00000 -892.02869 798.37638 -706.18525 -0.08676 -2.16349 -1.09419
66 0.00000 865.69833 14.63587 129.00603 1.50357 0.72944 -0.95390
67 0.00000 -904.38679 -496.06834 427.76228 0.85497 0.52643 -1.75864
68 0.00000 590.50070 330.55471 708.60409 1.55267 -2.14428 -2.15603
69 0.00000 780.93315 516.09191 -859.37883 1.76047 1.37678 0.92448
70 0.00000 -530.89443 -76.84861 872.87091 0.82473 -0.20160 1.93912
71 0.00000 149.24452 -939.66275 534.70944 -0.77261 0.54562 -1.41229
72 0.00000 287.52112 142.78530 604.62210 2.31168 -0.49115 2.48277
73 0.00000 491.89162 -103.17763 -208.43144 -1.88305 0.16307 1.66690
74 0.00000 835.34626 651.21513 -108.16920 -1.16432 0.82199 1.33430
75 0.00000 331.93655 7.91021 670.30740 0.61203 -0.21231 0.27492
76 0.00000 -268.37258 312.60446 834.07734 -1.11973 -1.89393 2.33089
77 0.00000 394.87802 -112.90442 260.39165 -0.65827 -1.30904 -0.99863
78 0.00000 420.66434 -905.05032 -14.94911 -2.09373 -1.88992 2.46551
79 0.00000 -289.81795 529.72746 808.19909 -0.51945 1.58567 -0.75513
80 0.00000 -467.61273 -264.99608 504.63243 0.43900 -0.05289 0.86737
81 0.00000 -343.40772 707.89168 664.76147 -1.70206 -0.88794 2.25087
82 0.00000 -809.24658 -537.96029 721.21550 -0.70186 2.42422 -2.34012
83 0.00000 657.29983 33.61898 -21.18415 2.31989 2.30066 0.90908
84 0.00000 721.57634 -88.34144 -335.21869 -2.20425 -0.23877 -1.41323
85 0.00000 -308.78512 99.94399 -364.75550 1.96488 -0.04977 -1.21760
86 0.00000 937.99728 821.27293 -546.56480 -0.86086 -1.06649 -1.78742
87 0.00000 -801.43652 -615.33518 -383.24626 1.85708 -0.54426 1.44330
88 0.00000 -598.36792 972.95192 765.72425 -1.95069 -0.72858 0.27871
89 0.00000 381.39692 287.63150 -273.79143 -2.10569 -1.49590 1.08487
90 0.00000 488.70749 535.27286 -509.11510 0.84005 1.93495 -0.66575
91 0.00000 63.11326 5.68796 -370.91266 0.61271 -2.40048 0.88178
92 0.00000 -140.36276 -534.32958 975.23891 -0.96714 -0.02681 1.24307
93 0.00000 783.68712 -909.42901 -144.87786 -1.36511 -0.07964 -1.67677
94 0.00000 -820.38502 -231.47253 -952.32906 -0.85133 0.15615 -0.11658
95 0.00000 754.96495 -88.99674 -5.39501 -0.51908 1.93062 1.18035
96 0.00000 -782.16481 -204.15620 685.15004 1.63100 2.18328 -1.27205
97 0.00000 279.37723 -13.32994 -853.10099 1.40069 -2.28944 1.00558
98 0.00000 881.04653 401.09634 553.52054 -1.53629 -2.46537 1.71492
99 0.00000 838.64835 -515.83346 -619.79865 1.17542 -1.67739 2.45153
100 0.00000 965.69588 314.33908 -962.45271 1.29798 -0.71216 0.04508
101 0.00000 477.79936 135.84633 -421.88673 -0.42491 2.40527 -0.67058
102 0.00000 35.75652 688.41804 936.24531 -1.20553 -0.10845 -0.31330
103 0.00000 -241.20400 -593.83623 101.64150 -1.22229 0.25049 1.85239
104 0.00000 -517.53957 -685.78352 -563.47835 -1.91861 1.24509 -1.70855
105 0.00000 -47.29219 90.65465 757.95624 -2.41428 0.21491 -0.90991
106 0.00000 577.61069 743.44275 476.98082 -2.03833 -0.99301 0.68552
107 0.00000 143.12854 425.62068 288.57848 -1.34762 2.35848 2.33080
108 0.00000 -416.23218 -649.42836 -374.23490 2.42326 0.34196 1.72234
109 0.00000 -711.13218 -80.11878 215.79581 -1.57939 -0.78597 0.53216
110 0.00000 676.39317 -627.62296 -939.45106 -0.96304 -1.87357 -1.14803
111 0.00000 748.32296 -258.98089 788.46674 -0.46002 1.90939 0.73976
112 0.00000 -526.02655 57.61467 -412.53692 -2.02840 2.17269 -1.89160
113 0.00000 -300.63648 -865.94628 284.39354 0.96224 -0.82537 -0.62878
114 0.00000 -372.22990 77.47659 -802.81495 -0.04743 -0.85632 1.04863
115 0.00000 763.39606 -213.99904 708.48655 -0.18112 0.13528 -0.03345
116 0.00000 -464.43133 166.15495 -885.29717 2.29668 1.35709 -2.28641
117 0.00000 -3.13326 -895.41146 123.10290 2.30181 0.59909 0.14314
118 0.00000 396.47036 -627.67592 107.99634 0.83060 -1.73634 2.24375
119 0.00000 -626.34842 161.02533 702.04888 -1.96567 0.87931 1.48023
120 0.00000 315.29221 -981.30095 -587.46482 0.68210 -2.30872 0.88855
121 0.00000 355.83585 343.36854 -207.36457 0.80799 0.66680 2.31062
122 0.00000 985.42284 -801.31035 -864.21345 -0.36993 2.23523 1.04163
123 0.00000 -66.36431 -910.32742 497.16184 0.89185 -1.44539 -0.50755
124 0.00000 907.35117 -942.19543 871.53314 1.73465 0.81380 1.83955
125 0.00000 304.71865 -94.39012 -389.54204 -0.73983 -1.10178 -1.31977
126 0.00000 -945.99308 304.12478 424.00045 0.59965 -1.87280 -0.23605
127 0.00000 844.66302 -758.31128 -192.38205 -1.19855 1.39422 0.83921
128 0.00000 -946.42113 -17.33540 830.12178 1.02013 0.64100 0.39169
129 0.00000 258.31283 460.82130 282.63667 -0.18145 0.57146 -1.22765
130 0.00000 617.36538 -542.03254 -99.04401 1.87118 -1.48613 0.11856
131 0.00000 -746.96347 158.80580 -476.23066 -1.46115 0.26419 1.75698
132 0.00000 27.18887 116.51969 332.29707 2.49487 -1.60863 -1.91630
133 0.00000 -863.14891 245.42675 -371.03410 1.94914 1.53239 -0.35042
134 0.00000 49.39092 -94.64894 261.48624 0.33297 2.29430 2.04026
135 0.00000 401.79652 -245.94923 367.59245 -1.50956 0.58700 -0.43137
136 0.00000 647.17683 511.15590 406.19463 -0.67853 1.59893 1.25791
137 0.00000 -902.46098 57.13801 233.49638 -1.14529 1.50421 -1.32413
138 0.00000 807.57310 -482.39686 -617.32718 -2.43795 1.76707 0.60504
139 0.00000 711.72386 -719.78760 745.37593 1.04420 -2.03680 -2.39625
140 0.00000 565.27304 -939.83495 9.22126 -2.09189 1.36747 1.86289
141 0.00000 760.06250 767.04860 744.85466 -0.20639 2.01149 0.23952
142 0.00000 -888.02313 182.35978 127.88342 1.38065 -1.02215 -2.29573
143 0.00000 -202.86563 -435.45076 613.43264 0.03580 0.94075 -0.02668
144 0.00000 -90.90792 -157.03982 -921.49653 -2.04402 -0.53092 -1.82313
145 0.00000 937.30117 623.35222 -348.06918 2.31000 -1.99859 -1.98538
146 0.00000 -385.48182 -332.63588 715.93227 0.11461 0.57750 2.40779
147 0.00000 594.96948 -602.38065 -86.59162 0.35485 -1.42546 0.93217
148 0.00000 -442.79577 -640.52030 -205.00411 -1.68571 1.51311 -2.08177
149 0.00000 276.54150 -538.28696 160.18876 1.82146 2.16369 1.60697
150 0.00000 -38.81905 272.74603 -636.98269 -0.15400 -0.95362 0.84405
151 0.00000 444.68232 149.71334 55.70903 1.54616 2.43441 -0.88070
152 0.00000 212.79292 519.11793 581.93636 -2.15035 0.25233 -2.45351
153 0.00000 569.25895 378.08823 927.17618 0.08221 -0.71411 -0.08832
154 0.00000 -140.08080 992.61229 202.35202 1.42502 2.35271 -0.06073
155 0.00000 -810.14650 958.66355 -758.24452 0.65130 -1.52876 -1.43459
156 0.00000 -970.80244 -266.65777 -319.79845 1.10893 -0.66233 -2.39483
157 0.00000 -736.62402 173.51935 467.20928 1.81818 -1.81503 -2.23787
158 0.00000 -187.55318 -516.68611 -55.09859 1.86108 -0.22640 -2.14210
159 0.00000 -371.87751 -14.35377 483.44227 0.97392 2.41434 -0.90126
160 0.00000 608.40741 -893.06437 492.31070 -0.98263 -2.03459 2.17266
161 0.00000 493.73637 -799.90306 440.59302 -1.44623 2.31548 1.24595
162 0.00000 479.24386 20.14465 -825.41403 0.75010 -2.08818 1.13460
163 0.00000 65.23653 498.61173 722.53388 -2.32650 -2.03439 0.77629
164 0.00000 919.03569 -25.88554 719.79149 -2.07603 1.09271 1.75459
165 0.00000 637.76956 432.54892 -183.55214 0.68293 0.11919 -0.63981
166 0.00000 -293.14781 196.09809 -805.02625 -1.11823 -0.18753 0.63398
167 0.00000 -665.28932 -417.88319 -241.94897 1.98627 2.10090 1.94743
168 0.00000 -90.22854 -114.64510 19.17823 -0.62836 -0.46523 2.38252
169 0.00000 -263.99369 -775.00320 -515.87056 0.97689 2.32194 2.08674
170 0.00000 -886.20429 303.67223 836.98434 -2.17854 2.28154 -0.18745
171 0.00000 -79.44388 -483.18296 -138.99306 -1.03784 1.22282 -2.14359
172 0.00000 -648.84161 -133.91148 -420.57499 0.21261 0.75685 2.36924
173 0.00000 -626.50055 -159.11379 876.09250 1.10647 -0.91261 1.15723
174 0.00000 954.69087 -953.91756 -484.97779 1.32429 -0.23768 1.45809
175 0.00000 -538.75357 -334.88904 -230.73702 0.98913 -2.30432 -0.44798
176 0.00000 872.00363 -118.05474 32.20836 -1.95208 -1.58261 -0.06289
177 0.00000 -415.22842 221.22305 891.19146 -1.18428 2.45308 -1.43748
178 0.00000 794.43230 -571.90042 -461.02026 -0.20403 1.57423 -2.06996
179 0.00000 705.27556 576.30424 656.57954 -1.47215 -1.96401 1.75906
180 0.00000 -718.68958 370.15920 299.24545 -0.00436 -0.67031 2.10182
181 0.00000 -585.00068 252.10420 -298.12128 1.57213 0.19108 2.36576
182 0.00000 338.70482 934.46228 -772.82168 -0.29205 -2.37602 -1.01548
183 0.00000 -356.99931 346.94896 -75.91764 2.44899 -0.06319 -1.93486
184 0.00000 -954.14287 366.51071 -242.95192 -0.04188 1.20111 -2.12153
185 0.00000 604.87759 -384.00289 -991.88437 -1.91870 0.96857 -1.60359
186 0.00000 -816.69453 -296.27561 477.12751 0.06393 1.09740 1.62225
187 0.00000 -997.80666 617.90976 -320.18893 0.49808 -0.29047 -0.26357
188 0.00000 -474.75192 -164.63214 -449.45275 -0.38166 2.01790 0.64624
189 0.00000 125.43156 810.06526 551.19691 -1.42778 0.21816 0.93134
190 0.00000 -994.04797 -624.41348 331.47188 1.23893 0.17316 1.14970
191 0.00000 189.77996 -75.87951 696.61941 -2.18713 1.20200 0.27736
192 0.00000 -781.69185 -114.01264 560.89025 2.48814 -1.20145 -1.14050
193 0.00000 -133.39403 500.00013 897.49514 2.12118 -0.67958 -0.26706
194 0.00000 -32.09282 203.28640 -297.91606 -1.39019 1.95467 1.76069
195 0.00000 -947.72573 -641.59509 553.13010 1.37389 -0.10557 -1.93816
196 0.00000 150.79790 -327.47192 37.11438 -2.19249 -1.50272 -1.55493
197 0.00000 -298.16722 -574.66568 -758.05352 -1.79586 0.17492 0.35046
198 0.00000 -103.48277 -847.48876 -33.22650 1.89064 2.13896 -1.67577
199 0.00000 -383.24198 71.67993 -308.62889 1.45361 -1.33622 1.39862
200 0.00000 926.54446 383.13782 -641.32317 -0.93820 0.52772 -0.81087
201 0.00000 -299.84951 -659.79411 518.26084 1.33171 2.38296 -1.84019
202 0.00000 -725.98714 770.79337 -342.82092 -0.88338 1.48883 1.38420
203 0.00000 -896.86112 647.38712 169.58159 -2.40889 -2.16154 0.32472
204 0.00000 -986.01802 326.62996 -40.21011 1.98634 -1.71261 -1.99956
205 0.00000 -966.55701 -152.76193 558.44421 -1.67677 0.08762 -2.36302
206 0.00000 -881.83776 301.84043 -563.22482 -0.49507 -1.73298 -2.16495
207 0.00000 843.04390 -590.33193 -168.37598 -2.09356 0.38438 -2.12589
208 0.00000 213.90713 -741.34472 -125.05419 0.14225 2.37076 -1.01601
209 0.00000 270.92197 -627.79831 938.15402 -1.28198 1.61082 -2.00777
210 0.00000 996.35789 -208.35507 327.95354 0.23039 -1.80769 1.48969
211 0.00000 -910.10516 640.47739 -255.86096 0.48037 1.25170 0.09716
212 0.00000 -291.19009 141.79851 -407.97527 2.16665 -2.02512 -0.04080
213 0.00000 -365.43975 938.12908 -760.11285 0.23232 1.61010 -0.52466
214 0.00000 -521.56962 535.22713 68.77923 -1.63139 -1.95775 0.07207
215 0.00000 -48.35886 147.89463 877.86149 1.22535 1.72787 1.73009
216 0.00000 -315.60434 -665.98109 697.31560 2.41409 -2.27202 1.35139
217 0.00000 -532.16558 469.25872 365.47154 -0.17395 -1.46039 -2.01057
218 0.00000 948.15696 397.00943 -195.12915 0.06790 1.09102 0.45279
219 0.00000 37.51240 -808.76094 -766.93387 1.09263 1.07828 -0.70150
220 0.00000 -871.75149 -115.21853 33.70801 -2.39414 0.86607 -0.98312
221 0.00000 659.12203 966.84802 -56.07274 -0.03193 -0.06927 2.22288
222 0.00000 413.58620 715.20252 -741.89955 2.20587 -1.26037 2.23626
223 0.00000 24.36576 -818.86687 -63.33285 -1.95100 -2.12069 -0.34745
224 0.00000 588.00577 -616.14096 -514.33329 1.48213 -0.00039 1.95443
225 0.00000 743.17640 243.14148 312.79080 -0.69166 -0.29412 0.32101
226 0.00000 4.68173 931.73315 -329.84556 1.41130 0.78274 -1.15080
227 0.00000 -887.57390 -590.60056 559.72105 -2.15291 -1.07171 -1.15129
228 0.00000 -662.47516 565.84763 947.89308 1.38388 -1.79163 1.71814
229 0.00000 379.57205 -994.22567 -321.66265 1.59489 -2.39915 -1.64122
230 0.00000 -22.37071 431.77572 792.75156 2.08487 0.92018 -1.44605
231 0.00000 -247.67394 234.18267 -738.66226 0.97889 -2.00426 0.31798
232 0.00000 -452.36590 -534.37844 -208.07548 0.88970 0.27843 0.88368
233 0.00000 161.78400 244.95949 -922.30374 -0.40437 1.45478 0.42206
234 0.00000 771.34172 -779.03224 -660.66030 2.23310 2.09051 -2.04991
235 0.00000 -460.28154 -969.78718 906.73587 1.75430 -0.91450 -1.45451
236 0.00000 968.65055 -560.42708 112.50119 -2.17506 2.06456 -0.49063
237 0.00000 -85.67606 240.29509 -524.75631 -0.50014 0.23112 -1.95650
238 0.00000 259.23379 -942.15758 -373.87258 2.47579 -1.61390 -2.34069
239 0.00000 -268.53800 -872.51981 94.14575 -2.27750 2.21273 0.80165
240 0.00000 312.32937 101.15998 213.36952 0.52726 0.10120 -1.79322
241 0.00000 -355.46210 647.96314 -850.08586 1.69990 2.00907 0.42459
242 0.00000 -294.86529 200.47397 917.74799 -1.25709 0.18229 -1.99090
243 0.00000 868.98829 200.84765 679.24951 1.82543 -2.05520 1.75094
244 0.00000 -306.72255 -622.59725 -600.15732 -0.09327 -0.51628 2.26462
245 0.00000 -668.37727 -596.92902 442.47448 0.58203 -2.46667 -0.78817
246 0.00000 719.11669 288.46754 -980.24215 -0.47287 1.17727 -0.22503
247 0.00000 -204.13132 -0.58584 772.80796 0.69369 -0.83312 -1.75514
248 0.00000 603.13551 -541.58320 831.65324 0.21440 1.40860 -0.29552
249 0.00000 524.56334 -267.97089 -424.16498 2.08561 -2.15353 -1.42185
250 0.00000 66.30171 265.68696 114.89428 -2.19025 -1.75474 -2.23692
251 0.00000 917.36131 -429.57820 793.89806 0.86282 -0.12932 0.37262
252 0.00000 77.76914 939.89424 953.33921 -0.73360 0.37119 -2.03634
253 0.00000 -462.97863 -525.63925 -89.18451 -2.06097 0.93449 -0.81434
254 0.00000 813.84558 -504.08998 -461.54110 -1.71384 1.65114 -0.65458
255 0.00000 -188.03877 751.59493 270.98822 -1.31281 1.93160 -1.31246
256 0.00000 -262.69176 -666.42258 -971.95346 1.40026 0.84718 -1.89070
257 0.00000 -844.31027 -777.64823 298.83236 1.75793 1.07921 1.87343
258 0.00000 -878.09780 846.85077 -702.35685 -2.22509 0.57213 0.47047
259 0.00000 -638.61729 -526.99808 606.61282 2.44286 -0.49347 -1.40402
260 0.00000 101.02985 -191.18061 -17.65591 -0.73747 -1.65027 -0.97757
261 0.00000 -524.92255 270.87396 -401.53098 -2.39795 1.70063 -1.15958
262 0.00000 -521.75005 482.22153 948.49399 -1.03231 1.87361 1.97493
263 0.00000 -775.77233 -149.53196 430.04218 1.18635 -2.06152 2.11908
264 0.00000 991.18423 -350.54006 85.08395 -2.11633 1.58226 0.34349
265 0.00000 -957.40799 860.15574 574.54645 1.07419 -1.42365 -2.20500
266 0.00000 -232.85154 324.15081 -382.04629 -2.27537 -2.37674 0.44367
267 0.00000 418.64082 883.42552 -468.33512 0.06726 1.56414 0.09027
268 0.00000 610.63202 0.46686 -950.15877 -1.44273 0.18178 -1.03133
269 0.00000 187.66074 -201.82889 184.40073 1.71475 -1.41733 0.48260
270 0.00000 -987.25958 830.28059 321.00569 1.34388 1.80921 0.10190
271 0.00000 116.84740 -498.29568 440.50771 -1.30872 -0.61574 0.97822
272 0.00000 -111.98224 638.81242 -926.26055 -0.43528 0.50682 0.28226
273 0.00000 75.44833 -437.42681 902.42317 -0.38552 0.33386 -0.41360
274 0.00000 -295.09150 936.79627 616.72147 2.47800 1.92637 -0.38058
275 0.00000 736.48163 -679.03079 -563.44132 1.20837 2.44462 0.86230
276 0.00000 -675.42449 552.21521 175.70899 2.12020 1.40509 0.07961
277 0.00000 -638.53845 -460.57779 -649.12767 2.18264 1.84739 1.39781
278 0.00000 972.26246 38.90617 522.24595 0.88529 -0.10334 2.47378
279 0.00000 -309.42582 -232.10602 -859.49391 -2.47133 1.80224 -1.90123
280 0.00000 857.09448 665.45292 420.89209 0.54260 1.61807 0.90582
281 0.00000 -513.14707 397.16357 -473.80316 -0.34924 0.41418 1.03041
282 0.00000 -714.31594 -65.17433 257.69771 -1.51339 1.54529 -1.63816
283 0.00000 690.97815 -749.75016 -84.10398 -0.34926 0.10396 -0.35023
284 0.00000 973.80198 848.53751 -37.88362 1.03510 -1.86138 -0.25354
285 0.00000 -461.02918 412.43238 370.91410 -1.72789 0.75484 -1.65263
286 0.00000 866.68915 490.59170 -777.84734 -1.25998 -1.85336 0.42960
287 0.00000 -965.94436 -671.83074 224.11576 1.14543 0.64310 -1.41600
288 0.00000 -255.59996 -997.13835 -261.41045 -1.17390 -0.02119 1.08219
289 0.00000 730.24300 -153.67101 282.43062 -2.39110 0.72787 -0.67045
290 0.00000 -409.95788 106.03373 643.87285 0.06250 0.31922 -1.84809
291 0.00000 -445.04970 598.12081 -113.44713 -2.32132 -1.16763 -0.19963
292 0.00000 145.47149 -880.89411 -945.23033 -1.11222 -0.59152 1.67843
293 0.00000 156.20334 -296.23870 501.05300 2.18922 -2.15633 -1.72250
294 0.00000 515.41083 -212.01468 534.77946 1.61294 0.22853 -1.19450
295 0.00000 -172.25871 979.77007 477.25323 1.97025 -0.17414 1.34461
296 0.00000 276.68138 -546.11385 -651.72909 -0.23057 -1.81106 1.88594
297 0.00000 -612.82200 -206.60509 388.21651 -0.55287 1.24233 0.50834
298 0.00000 -798.59302 596.29885 -229.59862 -2.19432 0.69250 1.87228
299 0.00000 -436.96358 332.94122 380.90042 -1.14868 -0.59999 0.23927
300 0.00000 -572.15351 -924.63334 951.29290 0.60443 -0.34455 -0.72354
301 0.00000 307.96039 -196.71432 368.85296 0.50092 1.64774 -1.47057
302 0.00000 -471.31000 -193.44782 344.63188 -2.49995 -1.87158 2.20920
303 0.00000 695.74736 -435.22088 507.07325 0.71241 -0.48576 -0.56129
304 0.00000 -806.78344 384.62664 -134.72631 -1.41269 0.68215 -1.64816
305 0.00000 -172.38143 248.80573 -969.50019 1.08301 -0.74801 -1.85550
306 0.00000 872.07885 -245.42025 79.72250 -1.54566 1.49744 -1.43315
307 0.00000 730.00267 -965.39119 53.98655 2.17302 1.43440 -0.06232
308 0.00000 -54.59564 -665.62097 251.68644 -2.11078 -1.20597 -0.91929
309 0.00000 654.40970 -921.38246 -23.27066 1.28363 0.09914 0.13306
310 0.00000 179.89896 -479.57017 714.81732 -2.48647 1.74769 0.22910
311 0.00000 -15.09859 621.65481 -926.98035 1.02117 -1.05659 -0.69829
312 0.00000 253.40366 103.07110 405.22627 0.11705 2.20632 2.13913
313 0.00000 679.52784 369.02762 -91.65497 -0.35908 2.03595 2.10839
314 0.00000 671.85912 544.47002 -579.98368 -0.65778 -0.39474 2.16274
315 0.00000 102.33219 420.25502 288.86281 2.25152 0.20050 -0.12857
316 0.00000 -571.71379 -192.68945 947.97150 1.54213 -0.80365 -0.22654
317 0.00000 614.36684 -121.34944 -329.17834 -1.60770 1.57880 0.16309
318 0.00000 760.34620 -467.92985 543.71350 2.48742 0.60693 -0.22137
319 0.00000 979.04817 -411.01698 -737.34327 2.46549 2.16428 1.25548
320 0.00000 298.83765 520.98069 135.87233 1.61547 2.44574 -0.75900
321 0.00000 883.79690 -103.36453 -721.08515 -1.99516 -1.94215 -1.12225
322 0.00000 -308.69369 407.07135 -350.07327 -1.81570 1.35123 -0.79727
323 0.00000 -968.52102 670.86164 778.87483 -0.28417 1.02344 -0.53989
324 0.00000 511.16687 458.09920 -994.13767 -1.77846 -1.62965 0.58583
325 0.00000 943.05260 65.27430 66.85733 0.63693 1.04643 -1.63796
326 0.00000 755.33041 -312.71191 820.75867 0.73132 -0.10137 -1.54890
327 0.00000 841.87687 892.12083 -803.17454 -2.23120 -0.61150 2.46687
328 0.00000 -651.76850 -714.97689 544.17604 0.36245 -1.26050 -0.39751
329 0.00000 -881.89331 -458.94642 772.34232 -2.22567 -1.63889 -0.75960
330 0.00000 643.64787 411.43522 -405.02887 0.56480 0.90859 1.89619
331 0.00000 -176.28065 538.50240 -773.40816 2.39650 -0.50184 2.42565
332 0.00000 -672.29923 962.14065 576.98373 0.15473 -1.43327 -1.56036
333 0.00000 -292.31812 273.01538 735.89385 -0.82504 -0.86140 1.42568
334 0.00000 96.44099 -901.70603 -164.43152 -2.48656 -1.78105 -2.03696
335 0.00000 -996.93867 545.03027 -282.10755 0.31633 1.25135 1.78025
336 0.00000 -562.07639 -614.68130 979.16565 -1.20518 1.74314 0.33116
337 0.00000 919.57139 -288.30010 782.01093 -1.46949 -0.04961 -1.77304
338 0.00000 12.20577 915.85546 -874.89964 -1.62301 -0.24211 -1.78132
339 0.00000 -223.40099 733.44302 162.85938 -1.80627 -1.99078 2.26386
340 0.00000 334.74404 367.34831 -351.79922 -2.08518 -2.27223 2.10917
341 0.00000 804.51974 258.98416 -122.20197 -0.31711 -0.71219 1.87965
342 0.00000 338.89442 334.08479 864.44386 0.45698 -1.88836 0.45724
343 0.00000 540.98309 -893.06417 -563.86387 -0.04021 -2.17804 0.80291
344 0.00000 -218.21759 -239.75214 556.17218 -1.77377 -0.87418 2.16271
345 0.00000 -208.15916 149.81686 653.60752 0.43661 2.46145 -0.87266
346 0.00000 -242.43710 -500.23553 714.16336 -0.82850 -1.12531 1.63394
347 0.00000 289.68237 611.50112 606.70477 -1.85176 0.00004 1.08226
